RATING,TITLE,VERIFIED,TEXT,DATE
5.0 out of 5 stars,Rlly pretty,Verified Purchase,The colours are rlly pretty and calming in comparison to other highlighters who have rlly shocking bold colours.,Reviewed in the United Kingdom on 17 December 2018
5.0 out of 5 stars,Would recommend,Verified Purchase,Beautiful colours. Lovely to use! Would recommend to anyone who wants great neat colourful highlights for work or home life,Reviewed in the United Kingdom on 17 January 2020
5.0 out of 5 stars,Lovely pastel colours,Verified Purchase,Just as you'd expect.. nice highlighter from Stabilo Boss.. bought them from Amazon as they were cheaper when buying as a Prime member for the Add-on offer price,Reviewed in the United Kingdom on 24 November 2018
5.0 out of 5 stars,"In the past I have bought the ""bright"" highlighters, ...",Verified Purchase,"In the past I have bought the ""bright"" highlighters, but these pastel colours have the same quality, are just as effective and a little easier on the eye.",Reviewed in the United Kingdom on 2 February 2018
5.0 out of 5 stars,Pretty colourful highlighters,Verified Purchase,"No complaints about these highlighters! Pigmented and easy to use, been using them for over a year and they’re still working fine",Reviewed in the United Kingdom on 6 May 2020
5.0 out of 5 stars,Very pleased with order and super fast shipping.,Verified Purchase,Very good product delivered super fast so I am very happy with these pens and will be ordering again and recommending to friends.  Thank you.,Reviewed in the United Kingdom on 19 May 2020
5.0 out of 5 stars,Marker pens,Verified Purchase,"Stablio, you know what to expect when you buy products of this brand.  These do not dissapoint. Great pens",Reviewed in the United Kingdom on 12 October 2019
5.0 out of 5 stars,Perfect,Verified Purchase,Does what it is supposed to do.,Reviewed in the United Kingdom on 27 October 2020
5.0 out of 5 stars,Nice colour options to brighten up schoolwork,Verified Purchase,"My daughter wanted these for a long time, I got them at a good price and we are both happy with the markers.",Reviewed in the United Kingdom on 1 October 2019
5.0 out of 5 stars,They work,Verified Purchase,I am obsessed. The new colours are super cute!,Reviewed in the United Kingdom on 29 July 2020
5.0 out of 5 stars,Worth it,Verified Purchase,"Love these highlighters. Very sad but there you go. Last so much longer than other highlighters and just seem to work better. So useful for teaching, key bits to refer back to in articles etc. Really tell the difference between my old ones and a nice new pack.",Reviewed in the United Kingdom on 21 April 2020
5.0 out of 5 stars,Cute,Verified Purchase,"Cute and cheap, what more could you want",Reviewed in the United Kingdom on 31 March 2021
5.0 out of 5 stars,Great,Verified Purchase,I've had these quite a while I love the brand the highlighters have lasted since September and are still going great product!,Reviewed in the United Kingdom on 3 April 2020
5.0 out of 5 stars,Great price,Verified Purchase,Just what I needed! Great price,Reviewed in the United Kingdom on 14 January 2021
5.0 out of 5 stars,Nice,Verified Purchase,Nice colours.  Does the job.,Reviewed in the United Kingdom on 17 February 2021
2.0 out of 5 stars,Leaving marks at the back of the paper,Verified Purchase,"Nice colours-- but the ink is too wet, i think. It leaves mark at the end of the mark and will leave mark at the back of the paper.",Reviewed in the United Kingdom on 16 August 2017
5.0 out of 5 stars,Useful item,Verified Purchase,Good product just as shown in the picture,Reviewed in the United Kingdom on 30 December 2020
5.0 out of 5 stars,Must buy,Verified Purchase,"I love these! There isn’t much to say except that these are beautiful and much softer than their neon cousins. I’d highly recommend these too anyone, I know as soon as I run out I will be buying more.",Reviewed in the United Kingdom on 1 April 2018
4.0 out of 5 stars,Good value for money,Verified Purchase,Generally good but some of the colours are very similar,Reviewed in the United Kingdom on 5 October 2020
5.0 out of 5 stars,Cheapest and best make highlighter,Verified Purchase,Always best make I find for highlighters last decent time. Main reason bought from here is cheapest could find for this make. Recommend.,Reviewed in the United Kingdom on 11 May 2020
5.0 out of 5 stars,Long lasting and clear highlighting,Verified Purchase,"Perfect, just what I needed.100% genuine stabilo boss original yellow: clear, bright and perfect for highlighting A-level exam revision. Longest lasting highlighters I have ever used - very reliable.",Reviewed in the United Kingdom on 14 June 2018
5.0 out of 5 stars,Highlighters,Verified Purchase,Just the job!  Good colours,Reviewed in the United Kingdom on 1 February 2021
3.0 out of 5 stars,These are good and work as well as any Stabilo product,Verified Purchase,These are good and work as well as any Stabilo product. I find these too pale though……from a highlight perspective. I'd definitely just order the regular brighter colours next time.,Reviewed in the United Kingdom on 20 August 2018
5.0 out of 5 stars,Great,Verified Purchase,"Even though they are pastel, they are still vibrant enough to catch the eye. Feels nice and smooth to use and no ""stickiness"" and dragging that you get from cheaper highlighters.",Reviewed in the United Kingdom on 5 September 2018
5.0 out of 5 stars,The highlight of the day,Verified Purchase,These highlighters are very good indeed. They last a long while (providing you remember to leave the lid on!). Get hold of some of these and make your books multicoloured!!,Reviewed in the United Kingdom on 10 August 2018
5.0 out of 5 stars,Quick delivery,Verified Purchase,Good range of colours came quickly,Reviewed in the United Kingdom on 9 January 2021
5.0 out of 5 stars,"Wonderful item, thank you!",Verified Purchase,"Wonderful item, thank you!",Reviewed in the United Kingdom on 30 December 2020
4.0 out of 5 stars,Great stuffs..,Verified Purchase,Like it so much and worth to have it. Colour suitable for my work.,Reviewed in the United Kingdom on 24 September 2020
5.0 out of 5 stars,Tasteful highlighters.,Verified Purchase,I really like the pastel colours. Makes a tasteful change from the usual gaudy highlighters.,Reviewed in the United Kingdom on 20 November 2019
5.0 out of 5 stars,Great markers,Verified Purchase,Good selection of colours,Reviewed in the United Kingdom on 12 April 2021
5.0 out of 5 stars,Fantastic quality,Verified Purchase,These highlighters don't dry out even when using them for hours open! The colours are fresh and the highlight is not too heavy so it seeps through the textbook. Ace!,Reviewed in the United Kingdom on 1 September 2018
5.0 out of 5 stars,Good for the office,Verified Purchase,Very pleased with these.,Reviewed in the United Kingdom on 8 December 2020
5.0 out of 5 stars,Highlighters,Verified Purchase,These came on time. I bought them for my god sister and she told me they have come in handy for her school work.,Reviewed in the United Kingdom on 13 August 2019
4.0 out of 5 stars,Love the colours but art/bullet journal peeps ve warned,Verified Purchase,"Love the colours but art/bullet journal peeps ve warned, ink bleeds onto next page, and colours overlap and form deeper shades if you highlight/swipe an area more than once through.",Reviewed in the United Kingdom on 19 November 2017
5.0 out of 5 stars,Lovely,Verified Purchase,"Love using these to organise, much less harsh than standard colour highlighters",Reviewed in the United Kingdom on 2 February 2020
5.0 out of 5 stars,Quality highlighters in handy storage wallet,Verified Purchase,"Quality highlighters in handy storage wallet, a good variety of colours",Reviewed in the United Kingdom on 28 March 2021
5.0 out of 5 stars,Very pretty colours and easy to see writing on the page ...,Verified Purchase,"I adore these highlighters. Very pretty colours and easy to see writing on the page unlike the basic highlighter colours like blue and pink. I love these so much, I got myself an extra pack and made my sister buy them for uni.",Reviewed in the United Kingdom on 23 November 2017
5.0 out of 5 stars,Stunning,Verified Purchase,"A study must, lasts ages",Reviewed in the United Kingdom on 26 February 2021
4.0 out of 5 stars,Ok for the price,Verified Purchase,There ok for the money needed them fast so got then off amazon,Reviewed in the United Kingdom on 10 August 2020
5.0 out of 5 stars,Great buy,Verified Purchase,Great item. Great price,Reviewed in the United Kingdom on 3 May 2021
5.0 out of 5 stars,Ideal,Verified Purchase,Ideal for my revision,Reviewed in the United Kingdom on 29 March 2021
5.0 out of 5 stars,Can't fault them,Verified Purchase,I ordered these a long time ago and put off writing a review until I could see the durability of them. All of them are still working perfectly. I have just finished my exams and these highlighters were therefore clearly used a lot during the prep for these exams. The wide range of colours mean that u can have as many subtitles as you want and still have a different colour for each (in my case). There is honestly nothing I can think of that is negative for these highlighters. Will definitely buy again if they ever run out.,Reviewed in the United Kingdom on 10 August 2017
5.0 out of 5 stars,Perfect,Verified Purchase,Great colour and value,Reviewed in the United Kingdom on 17 November 2020
2.0 out of 5 stars,Too wet,Verified Purchase,Wets the paper unfortunately. Colours don't look pastel on paper. I prefer the original neon colours to these,Reviewed in the United Kingdom on 6 March 2021
5.0 out of 5 stars,great,Verified Purchase,great for any office,Reviewed in the United Kingdom on 26 January 2021
5.0 out of 5 stars,Pastel highlighters,Verified Purchase,"These are nice, bought some for a gift and got another set for me. Strong colours but still pastel.",Reviewed in the United Kingdom on 18 September 2019
5.0 out of 5 stars,Soo Pretty,Verified Purchase,My friends and I all have these. They make your school books and revison notes pretty no matter what. Such a motivator to revise I'm in love!,Reviewed in the United Kingdom on 23 September 2018
5.0 out of 5 stars,Great!,Verified Purchase,Bright in colour and a fun change from different highlighters!,Reviewed in the United Kingdom on 21 November 2020
5.0 out of 5 stars,Very pretty colours,Verified Purchase,Happy with my purchase,Reviewed in the United Kingdom on 15 January 2021
4.0 out of 5 stars,"I love these, the pastel colours are gorgeous and this ...",Verified Purchase,"I love these, the pastel colours are gorgeous and this pack gives the most value for money. Only thing is the yellow is too bright - it doesn't go nicely with the other soft colours. Otherwise, I love them!",Reviewed in the United Kingdom on 23 April 2018
5.0 out of 5 stars,Pastel highlighters 👍🌿,Verified Purchase,Really nice variety of colours and generally amazing!  I accidentally left one of the lids open over night and didn’t go dry at all! Would definitely buy again,Reviewed in the United Kingdom on 31 December 2020
5.0 out of 5 stars,Great Highlighters,Verified Purchase,"What can you say...they’re highlighters by a good brand. All work perfectly.Purchased on a lightening deal, so a great bargain.Happy Customer 😊",Reviewed in the United Kingdom on 24 March 2019
5.0 out of 5 stars,Versatile scales,Verified Purchase,Great scales and very flexible as can put own bowl or plate on the platform,Reviewed in the United Kingdom on 21 August 2019
3.0 out of 5 stars,"Good, but does not last.",Verified Purchase,"Stabilo Boss highlighters are very good. I always use them and these did the job but they did not last at all. They only lasted me 3 months and they are already drying out, which is extremely odd because I have never encountered such a problem with any of the other Stabilo Boss highlighters I've purchased.  Overall it is alright but dries out very quickly.",Reviewed in the United Kingdom on 27 May 2019
5.0 out of 5 stars,Highlighters,Verified Purchase,Excellent product,Reviewed in the United Kingdom on 4 October 2020
5.0 out of 5 stars,As described.,Verified Purchase,"As described, bright and vibrant pastel highlighters. A nice change from the generic orange and greens out there!",Reviewed in the United Kingdom on 29 December 2020
5.0 out of 5 stars,Really good item,Verified Purchase,Really good item,Reviewed in the United Kingdom on 12 April 2021
5.0 out of 5 stars,GOOD VALUE,Verified Purchase,LIKE THE COLOURS,Reviewed in the United Kingdom on 27 November 2020
5.0 out of 5 stars,Would recommend,Verified Purchase,Would recommend,Reviewed in the United Kingdom on 11 March 2021
5.0 out of 5 stars,100%,Verified Purchase,If you can’t choose between getting this set or the original set... this is your sign! GET THESE. They make reading through notes a little bit more enjoyable,Reviewed in the United Kingdom on 5 April 2021
5.0 out of 5 stars,Reliable quality and performance,Verified Purchase,"Great performance as one would expect from stabilo, but very average presentation. My kid likes them.",Reviewed in the United Kingdom on 27 November 2019
5.0 out of 5 stars,Love the new colours,Verified Purchase,I really like these new pastel colours that recently came out. These highlighters last for a long time and they are great for the price.I would recommend them 👍,Reviewed in the United Kingdom on 31 May 2020
5.0 out of 5 stars,Great,Verified Purchase,Just a great product. There is a reason they have been around for year and are still going.,Reviewed in the United Kingdom on 16 January 2020
5.0 out of 5 stars,LOVE STABILO!,Verified Purchase,STABILO HIGHLIGHTERS HAS ALWAYS BEEN GREAT,Reviewed in the United Kingdom on 16 December 2020
5.0 out of 5 stars,Best,Verified Purchase,Best on market,Reviewed in the United Kingdom on 25 March 2021
4.0 out of 5 stars,Good highlighter pens,Verified Purchase,Pens last a long time.  Good quality.  Cheaper than purchasing individually in the shops.,Reviewed in the United Kingdom on 7 October 2019
5.0 out of 5 stars,Lovely for studies,Verified Purchase,Pretty colours,Reviewed in the United Kingdom on 8 March 2021
5.0 out of 5 stars,Excellent,Verified Purchase,Very good quality,Reviewed in the United Kingdom on 16 March 2021
5.0 out of 5 stars,Ok,Verified Purchase,Good purchase,Reviewed in the United Kingdom on 9 May 2021
5.0 out of 5 stars,Amazing value,Verified Purchase,Got this for my niece for school as well as the pastel coloured set and she loves them! She uses them to decorate her school books all the time.,Reviewed in the United Kingdom on 6 August 2018
5.0 out of 5 stars,Great value lovely product,Verified Purchase,Great value Lovely colours. Used for work and homework.,Reviewed in the United Kingdom on 12 June 2020
5.0 out of 5 stars,Great selection,Verified Purchase,+great range of colours+easy to hold,Reviewed in the United Kingdom on 27 May 2020
1.0 out of 5 stars,Not pastel colours do not buy,Verified Purchase,Angry that these are the standard coloured highlighters and not the pastel! Massively disappointed daughter and not sold as advertised,Reviewed in the United Kingdom on 29 August 2019
5.0 out of 5 stars,Great,Verified Purchase,Great quality and very bright,Reviewed in the United Kingdom on 2 June 2020
5.0 out of 5 stars,Good product,Verified Purchase,Good product,Reviewed in the United Kingdom on 21 December 2020
4.0 out of 5 stars,Highlighters.,Verified Purchase,They are ok.,Reviewed in the United Kingdom on 24 February 2021
5.0 out of 5 stars,Value for money,Verified Purchase,Good product,Reviewed in the United Kingdom on 8 November 2020
5.0 out of 5 stars,Best highlighters to buy!,Verified Purchase,"These highlighters are great value for money and are so clear. I was worried that some of the colours would be too dark and make it hard to read the writing, but they are just perfectly balanced with being bright and distinct without obscuring the writing. They don't go hard or dry after a while like other cheap highlighters and don't fade either. The range of colours is fantastic and they are perfect for studying or notes.",Reviewed in the United Kingdom on 17 May 2013
5.0 out of 5 stars,Hi there,Verified Purchase,Great  value for money,Reviewed in the United Kingdom on 24 March 2021
5.0 out of 5 stars,Recommended,Verified Purchase,My daughter like it,Reviewed in the United Kingdom on 2 April 2021
5.0 out of 5 stars,Speedy service and good product,Verified Purchase,Speedy service and good product,Reviewed in the United Kingdom on 1 September 2020
5.0 out of 5 stars,Quick delivery,Verified Purchase,Good value,Reviewed in the United Kingdom on 11 January 2021
5.0 out of 5 stars,Item,Verified Purchase,"Value, love it, Thank you!",Reviewed in the United Kingdom on 31 July 2020
4.0 out of 5 stars,Would Recommend,Verified Purchase,"Beautiful pens, high quality and came quickly. The ink lasts a long time and they are quite bright for pastel colours. Are good for the price too!",Reviewed in the United Kingdom on 20 November 2018
5.0 out of 5 stars,Good value,Verified Purchase,Good selection of colours. Last for a decent amount of time. Very reasonably priced.,Reviewed in the United Kingdom on 11 October 2019
5.0 out of 5 stars,Good,Verified Purchase,Just what she wanted,Reviewed in the United Kingdom on 20 April 2021
5.0 out of 5 stars,excellent,Verified Purchase,high quality highlighers.,Reviewed in the United Kingdom on 10 March 2021
5.0 out of 5 stars,Great,Verified Purchase,"The colours are really nice, comfortable to write or highlight with, ink doesn't dry up for long when leaving without lid.",Reviewed in the United Kingdom on 7 October 2020
5.0 out of 5 stars,Good,Verified Purchase,Good highlights,Reviewed in the United Kingdom on 14 February 2021
5.0 out of 5 stars,Great quality of colour,Verified Purchase,"These highlighters are all very good, last long and look great. The only downside is that two of the pinks look really similar on paper, however you can still use 7 distinguishable highlighters which is enough for me.",Reviewed in the United Kingdom on 10 November 2018
5.0 out of 5 stars,Excellent,Verified Purchase,Excellent,Reviewed in the United Kingdom on 6 January 2021
5.0 out of 5 stars,Brilliant,Verified Purchase,Brilliant,Reviewed in the United Kingdom on 2 March 2021
5.0 out of 5 stars,Pretty pastel highlighters,Verified Purchase,"Love these highlighters in pastel colours. So much more pleasing and less stressful than fluorescent high lighters for revision. Came in a nice box, would make a great gift for someone studying for exams :)",Reviewed in the United Kingdom on 22 June 2019
5.0 out of 5 stars,Best Highlighers!,Verified Purchase,"I'm currently a student and am obsessed with highlighters, i've tried many different brands but these are by far my favourite. They lost long, I've had them for a year and i use them a lot. They don't smudge easily and the colours are really bold and bright. My only negative is that the purple and pink colours are extremely similar but this doesn't bother me that much. Delivery was good and quick.",Reviewed in the United Kingdom on 22 August 2018
5.0 out of 5 stars,Really good highlighters,Verified Purchase,Look great and last a long time without drying out. They sometimes do go though the paper though as they are very pigmented,Reviewed in the United Kingdom on 10 January 2020
5.0 out of 5 stars,Great quality,Verified Purchase,Great highlighters. Really enjoying the pastel colours. Make my journal look pretty.,Reviewed in the United Kingdom on 30 September 2019
5.0 out of 5 stars,Beautiful colours,Verified Purchase,Excellent product,Reviewed in the United Kingdom on 13 December 2020
5.0 out of 5 stars,Beautiful,Verified Purchase,"Beautiful colours, look so pretty on paper compared to neon colours",Reviewed in the United Kingdom on 7 February 2020
4.0 out of 5 stars,Go through the page but otherwise nice pastel highlighters,Verified Purchase,Quite a lot of ink they do go through the page but otherwise just as it says on the tin. Colours nice pastel and not distracting.,Reviewed in the United Kingdom on 25 December 2020
5.0 out of 5 stars,Great Highlighters,Verified Purchase,As expected from Stabilo - great quality highlighters. Love the pastel colours.,Reviewed in the United Kingdom on 29 January 2020
5.0 out of 5 stars,Would recommend,Verified Purchase,Very aesthetically pleasing. Lasts a very long time and is worth your money.,Reviewed in the United Kingdom on 13 February 2020
5.0 out of 5 stars,Love it,Verified Purchase,Love it,Reviewed in the United Kingdom on 3 May 2021
5.0 out of 5 stars,Great,Verified Purchase,Last for ages very happy,Reviewed in the United Kingdom on 4 June 2020
5.0 out of 5 stars,Good quality.,Verified Purchase,Easy to use and good quality.,Reviewed in the United Kingdom on 7 March 2021
5.0 out of 5 stars,Pricey,Verified Purchase,Pricey,Reviewed in the United Kingdom on 27 January 2021
3.0 out of 5 stars,Disappointed,Verified Purchase,These highlighters are certainly 'pastel' but I think this is probably because they are quite diluted and 'wet'.  Not to be used on thin paper as they soak through but ok on thicker paper if used sparingly.,Reviewed in the United Kingdom on 27 April 2018
4.0 out of 5 stars,Nice,Verified Purchase,Love it,Reviewed in the United Kingdom on 31 July 2020
5.0 out of 5 stars,Great highlighters,Verified Purchase,Perfect,Reviewed in the United Kingdom on 13 January 2021
5.0 out of 5 stars,Awesome highlighters!,Verified Purchase,"I love these pastel colors, they look so nice and calming. So far they work fine and are comfortable to use.",Reviewed in the United Kingdom on 15 May 2019
5.0 out of 5 stars,Nice highlighters,Verified Purchase,"Nice pastel colours, long lasting and good quality.",Reviewed in the United Kingdom on 29 April 2020
5.0 out of 5 stars,Great product :)),Verified Purchase,"Super cute highlighters and perfect for revision, definitely worth the money",Reviewed in the United Kingdom on 23 May 2020
5.0 out of 5 stars,I love these highlighters,Verified Purchase,"I love these highlighters! As a stationery addict, I just had to have these and they did not disappoint. I follow lots of stationery bloggers on Instagram and I wanted this product for ages and I struggled to find it in the shops.",Reviewed in the United Kingdom on 30 April 2017
5.0 out of 5 stars,Great,Verified Purchase,Great,Reviewed in the United Kingdom on 16 August 2020
5.0 out of 5 stars,Great colours,Verified Purchase,Really nice pastel colours,Reviewed in the United Kingdom on 10 December 2020
5.0 out of 5 stars,Love the colours!,Verified Purchase,I’m a stationery fan and I love these pastel shades! And you get the usual high quality of Stabilo- so I know they won’t run out after a few uses.,Reviewed in the United Kingdom on 17 December 2018
1.0 out of 5 stars,Mine is a Versa 2 - it doesn’t fit in the cradle,Verified Purchase,"Utterly disappointed. It’s useless wont keep my Fitbit in the cradle. My granddaughter threw the box away so I can’t return it,",Reviewed in the United Kingdom on 3 March 2020
3.0 out of 5 stars,My favourite highlighter brand,Verified Purchase,"Delayed in the transport process, the package was a bit damaged, did not affect the product.Still good product, just two stars less becuase the incident.",Reviewed in the United Kingdom on 13 November 2018
5.0 out of 5 stars,Great product,Verified Purchase,Really nice colours and not garish like other highlighters. Also doesn’t make printed pages run lie other highlighters do- no black left on the pen from the ink. Fab!,Reviewed in the United Kingdom on 14 November 2020
5.0 out of 5 stars,GREAT VARIETY OF COLOURS.,Verified Purchase,"great highlighter very good quality; smooth and even coverage of the ink nothing to complain about. and they last too, the only brand of highlighter i like to use.",Reviewed in the United Kingdom on 18 March 2018
5.0 out of 5 stars,Excellent,Verified Purchase,Excellent have given 5 stars for longevity at the minute,Reviewed in the United Kingdom on 6 May 2020
5.0 out of 5 stars,Good mix of colours,Verified Purchase,Well priced,Reviewed in the United Kingdom on 5 March 2021
5.0 out of 5 stars,Brilliant,Verified Purchase,All round good product fast delivery and good price,Reviewed in the United Kingdom on 29 April 2020
5.0 out of 5 stars,"Great product, really on trend pastels!",Verified Purchase,"Absolutely gorgeous colours, these highlighters have made my studying fun and engaging and who doesn’t love stationery? These highlighters are great as they can be left for up to 4 hours with the lids off, which makes highlighting different sections much quicker (before I’d panic they’d dry out and pop the ids on straight away).",Reviewed in the United Kingdom on 31 May 2018
5.0 out of 5 stars,Great value,Verified Purchase,Very nice highlighters brought for my daughter school work lovely alternative to the normal neon ones.,Reviewed in the United Kingdom on 13 September 2019
5.0 out of 5 stars,Gorgeous,Verified Purchase,The box was broken a little when it arrived but the highlighters themselves were fine. I still have/use them nearly a year later and couldn't fault them at all. I even bought a set for my mum. Perfect for highlighting notes for study as you can still see the text easily.,Reviewed in the United Kingdom on 23 August 2019
3.0 out of 5 stars,Way too inky but nice colours,Verified Purchase,"These highlighters have ruined by revising I’ve done on file paper, as I write both sides of the paper, it leaks through and just creates a massive blob of pink on the other side",Reviewed in the United Kingdom on 28 October 2018
5.0 out of 5 stars,Happy,Verified Purchase,Perfect,Reviewed in the United Kingdom on 28 August 2019
5.0 out of 5 stars,Replacement needed,Verified Purchase,My last one finally showed signs of running out so a replacement was needed. This pack was perfect,Reviewed in the United Kingdom on 9 November 2019
5.0 out of 5 stars,Lovely colours!,Verified Purchase,I love these highlighters and will definitely be purchasing again. Just the right amount of colour for those that don't like in your face highlighters but want to add some colour to notes,Reviewed in the United Kingdom on 24 November 2020
5.0 out of 5 stars,Fabulous,Verified Purchase,So pleased with the colours. I use these for Bingo & even the 'custard' yellow can be used as visible.,Reviewed in the United Kingdom on 19 May 2019
5.0 out of 5 stars,Good choice of colours...,Verified Purchase,Just what I wanted for highlighting music scores...,Reviewed in the United Kingdom on 23 September 2019
5.0 out of 5 stars,These are the highlighter pens to get.,Verified Purchase,Nothing to complain about. The pack will last for ages. Colours are rich. Great price.,Reviewed in the United Kingdom on 6 September 2020
5.0 out of 5 stars,Colourful,Verified Purchase,Bought for a member of my family to use when doing homework. Stabilo are a good product.,Reviewed in the United Kingdom on 8 October 2019
5.0 out of 5 stars,Great,Verified Purchase,Good little highlighters!,Reviewed in the United Kingdom on 16 January 2021
5.0 out of 5 stars,Excellent quality,Verified Purchase,Excellent I grow up with has a child I wish they do lot more new colours I will always buy these,Reviewed in the United Kingdom on 23 August 2019
5.0 out of 5 stars,Lovely colours,Verified Purchase,I love these highlighters - they are so much less garish than the standard colours and really smooth.,Reviewed in the United Kingdom on 18 February 2021
5.0 out of 5 stars,Lovely soft colours speedy greatservice,Verified Purchase,Fab colours nice to see something different and my grandchildren chose for school pencil cases.,Reviewed in the United Kingdom on 9 September 2019
4.0 out of 5 stars,Could be better,Verified Purchase,"Lovely colours but almost too inky! Tend to stain through the page and can leave a dark stain at the end of the section highlighted, where the highlighter is lifted off the page. Really pretty pastel colours though!",Reviewed in the United Kingdom on 20 December 2019
5.0 out of 5 stars,Love them,Verified Purchase,They work absolutely beautifully and work for a long period of time!,Reviewed in the United Kingdom on 21 September 2019
2.0 out of 5 stars,Good value,Verified Purchase,1 doesn’t work but all rest are fine,Reviewed in the United Kingdom on 2 February 2019
5.0 out of 5 stars,Cute,Verified Purchase,Love these so much!,Reviewed in the United Kingdom on 24 August 2019
5.0 out of 5 stars,Highlighters that do the job,Verified Purchase,Good quality,Reviewed in the United Kingdom on 20 October 2020
5.0 out of 5 stars,Excellent..,Verified Purchase,"Needed these for my daughters school work...market leading brand and as you'd expect, they're excellent..",Reviewed in the United Kingdom on 8 April 2019
5.0 out of 5 stars,good,Verified Purchase,Good could have been a bit cheaper though.,Reviewed in the United Kingdom on 22 February 2020
5.0 out of 5 stars,Good quality,Verified Purchase,Excellent- prettty range of colours which allow text to show through clearly. Nice range of shades which haven’t run out yet despite being used regularly.,Reviewed in the United Kingdom on 22 January 2020
5.0 out of 5 stars,It’s ok,Verified Purchase,It’s okay but longevity is not good because it’s running out so quickly and dry.,Reviewed in the United Kingdom on 4 March 2020
4.0 out of 5 stars,Brilliant,Verified Purchase,"I love these highlighters. Usually, normal highlighters are so bright and in your face, which can be good. However, not for revision notes, as some can really hurt your eyes etc. These pens are great, as they are beautiful colours, but at the same time, they keep their pastel promise. The only downside is their size, but that is easily forgivable when you look at the way the ink flows out, smooth and pigmented.",Reviewed in the United Kingdom on 1 March 2017
5.0 out of 5 stars,Good,Verified Purchase,Not used it for long but so far colours work and I am happy with it.  Thank you 🙂,Reviewed in the United Kingdom on 1 January 2021
5.0 out of 5 stars,Happy customer,Verified Purchase,Amazing got me through high school and I highly recommend as they last soo long and have beautiful colours,Reviewed in the United Kingdom on 17 May 2020
5.0 out of 5 stars,Great colours,Verified Purchase,Great colours and quality although bigger pack works out more economical but would still buy as colours are different to the normal green yellow blue,Reviewed in the United Kingdom on 15 October 2018
5.0 out of 5 stars,great,Verified Purchase,"If  you are considering buying these highlighter wait no more, the colours are beautiful ... beautiful  pastels colours, I highly recommend",Reviewed in the United Kingdom on 16 September 2018
5.0 out of 5 stars,Good quality highlighters,Verified Purchase,Good quality highlighters which last well and do not smell,Reviewed in the United Kingdom on 15 November 2019
2.0 out of 5 stars,Wrong colours sent,Verified Purchase,"I had ordered the neon pack as per the photo and description but instead received the pastel pack (which I don’t like). Disappointed in that,  but I do like Stabilo pens and use them on a regular basis.",Reviewed in the United Kingdom on 30 March 2021
3.0 out of 5 stars,not that pastel-ly,Verified Purchase,not as pastelly as i wouldve expected. its..almost like normal vibrancy,Reviewed in the United Kingdom on 11 January 2021
5.0 out of 5 stars,The best highlighters on the market,Verified Purchase,The best quality highliters you can buy.Nice vibrant colours.Great longevity.,Reviewed in the United Kingdom on 1 June 2019
5.0 out of 5 stars,Bright,TOP 500 REVIEWER|VINE VOICE|Verified Purchase,The only highlighters I buy now. They're bright and good quality.,Reviewed in the United Kingdom on 5 October 2019
2.0 out of 5 stars,Highlighter only lasted a week,Verified Purchase,"The highlighters don't last long, used the yellow one mainly and it only lasted a week. I had to order a replacement after using it for one week.",Reviewed in the United Kingdom on 17 July 2018
5.0 out of 5 stars,Love all the colours,Verified Purchase,These are of really good quality and for the price you get so many colours! I use these a lot and they still work as well as the first time I used them.,Reviewed in the United Kingdom on 20 October 2020
3.0 out of 5 stars,Decent,Verified Purchase,"I like the shape and size as they can easily fit into my hand/pencil case. HOWEVER, using the normal paper I have for school, it goes through very clearly to the other side.",Reviewed in the United Kingdom on 13 August 2019
5.0 out of 5 stars,The highight of my day...,Verified Purchase,What's not to love - the original and still the best highlighter pens in the world in my humble opion.An excellent range of colours for a multipicity of heavy duty highlighting opportunities.,Reviewed in the United Kingdom on 9 April 2017
5.0 out of 5 stars,Great product,Verified Purchase,Great,Reviewed in the United Kingdom on 4 June 2020
1.0 out of 5 stars,Order was stop,Verified Purchase,Id cancelled it,Reviewed in the United Kingdom on 7 November 2020
5.0 out of 5 stars,Just highlighters,Verified Purchase,As usual nothing fascinating to say here they are just highlighters,Reviewed in the United Kingdom on 11 February 2020
4.0 out of 5 stars,Nice colours,Verified Purchase,The colours are really nice and my daughter loves them.. The storage packet broke easily. So I took 1 star off..,Reviewed in the United Kingdom on 12 January 2019
5.0 out of 5 stars,"Nice highlighters, lasting long",Verified Purchase,These are nice highlighter with a good range of quality ink that seems to be lasting quite long.,Reviewed in the United Kingdom on 8 April 2019
5.0 out of 5 stars,Makes for beautiful school notes!,Verified Purchase,Love the colours. They make a great change to the usual rubbish neon highlighters you get.,Reviewed in the United Kingdom on 27 May 2019
5.0 out of 5 stars,Perfect colour,Verified Purchase,Colour of the highlighters are amazing,Reviewed in the United Kingdom on 9 October 2020
4.0 out of 5 stars,Aye average,Verified Purchase,Canny. I got super excited over them but they’re bobby average.,Reviewed in the United Kingdom on 2 November 2019
5.0 out of 5 stars,Thanks,Verified Purchase,Thanks,Reviewed in the United Kingdom on 21 March 2021
5.0 out of 5 stars,Great item,Verified Purchase,Good,Reviewed in the United Kingdom on 30 April 2021
5.0 out of 5 stars,Great item. Very fast service.,Verified Purchase,Great item. Very fast service.,Reviewed in the United Kingdom on 6 March 2020
5.0 out of 5 stars,would reccomend,Verified Purchase,good set of highlighters that i hope will last a long time,Reviewed in the United Kingdom on 4 June 2020
